video_id,title,duration,date,playlist_name,dict_sentiment,best_date,view_count,like_count,sentimentr_score,finbert_score,ollama_score
Bml-sWn2nQ0,Bloomberg Surveillance 12/4/2023,8703.7719999997,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.434579439252336,2023-12-04T17:44:28Z,33902,184,0.0300032023362778,0.703252330422401,0.2
Bo-97FynRwM,What is the Economy Doing? | Bloomberg Surveillance 12/06/2023,8900.63599999966,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.509278350515464,2023-12-06T16:56:18Z,18742,145,0.0328785482622315,0.793112993240356,0.2
Bp2Xj-Lbkqo,The Fed Decides: Special Bloomberg Surveillance 07/26/2023,7909.94399999973,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.492822966507177,2023-07-27T00:44:58Z,14205,79,0.0114597208901711,0.806305140256882,0.2
BpSV8Lsz-js,US Tariffs Dim China Growth Outlook | Bloomberg: The China Show 4/15/2025,5132.216,NA,Bloomberg The China Show,-0.275471698113208,2025-04-15T06:07:30Z,15968,134,0.0898862181552042,0.0697643756866455,0.2
BpoTJLOREtw,Biden Set to Sign TikTok Ban-or-Divest Bill Into Law | Bloomberg: The China Show 4/24/2024,5047.31100000001,NA,Bloomberg The China Show,-0.409252669039146,2024-04-24T05:17:10Z,10647,65,0.0936407731906159,-0.740684144198895,0.4
Br-1OB7zXco,Bloomberg Markets: The Close 12/22/2023,8001.91700000001,NA,Bloomberg The Close (Full Shows),-0.359036144578313,2023-12-23T22:43:51Z,43505,294,0.103568455330096,0.104339957237244,0.7
BsBiLKwlRbQ,"Rachel Reeves' Tax-Raising UK Budget, UBS Posts Q3 Profit Surge | The Opening Trade 10/30 (Correct)",5602.662,NA,The Opening Trade,-0.217948717948718,2024-10-30T20:26:54Z,4971,21,0.0829778851618989,0.0860552787780762,0.7
Bsq2HWCAlVs,"US Blacklists China Tech Giants, Used Rolex Prices Fall to 3-Yr Low | The Opening Trade 01/07",5591.80099999983,NA,The Opening Trade,-0.330434782608696,2025-01-07T13:11:02Z,5213,38,0.0248935523504463,0.738305732607841,0.2
BuKizk9ujVI,Global Slowdown | Bloomberg Surveillance 08/23/2023,8596.03499999974,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.481927710843373,2023-08-23T17:32:21Z,34740,167,0.0300422783565267,0.728428810834885,-0.4
Bwf_0sOWFBU,Bloomberg Surveillance 05/10/2024,17482.435,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.380417335473515,2024-05-10T15:49:39Z,21163,153,0.157070346941662,0.834402248263359,0.3
BxXiosYT5bQ,US Futures Rattled as Shutdown Angst Grows | Bloomberg: The Asia Trade 12/20/24,5237.863,NA,The Asia Trade,-0.30952380952381,2024-12-20T03:11:03Z,3650,61,0.0796174668560839,0.00466316938400268,-0.3
Bz4BWqCsH4U,China's Industrial Output Jumps But Consumption Lags | Bloomberg: The China Show 3/18/2024,5286.56899999999,NA,Bloomberg The China Show,-0.172161172161172,2024-03-18T05:45:29Z,13666,87,0.131564111346895,0.743452832102776,0.2
BzSF4aS2T5g,Stocks Fall on Walmart’s Warning as Big Banks Sink | Bloomberg: The Close 02/20/2025,5679.48199999985,NA,Bloomberg The Close (Full Shows),-0.291866028708134,2025-02-20T23:51:58Z,13892,137,0.0528538935529635,0.00497926026582717,0.2
C-ChODohZTw,"Canada Election: Carney's Narrow Win, Spain Power Outage Aftermath | The Opening Trade 04/29",5708.40799999982,NA,The Opening Trade,-0.171929824561404,2025-04-29T10:12:06Z,3336,34,0.0546121676037941,0.536407083272934,0.4
C1O9Lz58MF4,Japanese Yen Extends Fall as Early BOJ Hike Hopes Dim  | Bloomberg: The Asia Trade 10/3/24,5212.829,NA,The Asia Trade,-0.416666666666667,2024-10-03T03:30:56Z,4469,75,0.0674942856465248,-0.461892202496529,0.2
C9s5B3KxfeY,'Bloomberg Surveillance Simulcast' (06/12/23),17303.367,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.447653429602888,2023-06-12T18:18:32Z,35384,163,0.10834922269571,0.670595690608025,0.7
CDd2ikwCPb8,CPI and Fed Week | Bloomberg Surveillance 12/12/2022,8220.89999999999,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.529411764705882,2022-12-12T21:55:48Z,92178,239,0.0530875667558458,0.799472637474537,0.2
CEVWJO3zlK4,Stocks Slow Down | Bloomberg Markets: The Close,5162.50799999999,NA,Bloomberg The Close (Full Shows),-0.238434163701068,2024-03-05T01:15:09Z,17078,175,0.114797787782174,0.416859120130539,0.5
CEWHu8bZ2dY,"Slovak PM Fico Still Hospitalized After Shooting, Putin Meets Xi | Bloomberg Markets Today 05/15",5441.23,NA,The Opening Trade,-0.242524916943522,2024-05-16T11:33:46Z,9393,43,0.0761995668709453,0.0190431773662567,0.7
CH5ju8FVpLs,Trump's Tariff Tensions Leave Markets on Edge| Bloomberg Open Interest,4964.493,NA,Bloomberg Open Interest,-0.438271604938272,2025-03-25T19:43:17Z,3690,34,0.0756726649859768,0.0310767162591219,0.2
CHiFj8XPbAI,"Germany's Scholz Escapes Defeat, French PM Barnier Unveils New Regime | The Opening Trade 09/24",5704.55099999984,NA,The Opening Trade,-0.460207612456747,2024-09-23T13:50:37Z,12058,58,0.0251162683360872,0.402614891529083,0.2
CJWrFyxuj5U,"US Inflation Cools | Bloomberg Surveillance | July 11, 2024",19387.442,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.466367713004484,2024-07-11T18:47:14Z,10731,37,0.202905605948358,0.831382792443037,0.4
CLCTL_WzIek,"Harris Concedes to Trump, Olaf Scholz Calls for German Snap Election | The Opening Trade 11/07",5705.42699999983,NA,The Opening Trade,-0.516245487364621,2024-11-07T14:39:26Z,6857,49,0.0314730985377399,0.78127022087574,0.7
CLo8i0xzXsM,Bloomberg Surveillance 02/01/2024,8785.60699999966,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.480225988700565,2024-02-01T17:14:18Z,26272,189,0.0315804154976377,0.0885747540742159,0.2
CPQUO5xhRQs,Stocks Up Before Jobs as Amazon Hit in Late Hours | Bloomberg: The Close 02/06/2025,5753.52299999985,NA,Bloomberg The Close (Full Shows),0.0254237288135593,2025-02-06T23:42:47Z,9880,111,0.0742760818960355,0.438726037740707,0.2
CQLqDqEFPi4,Asian Stocks Slip After Nvidia Letdown  | Bloomberg: The Asia Trade 8/29/24,5206.20099999999,NA,The Asia Trade,-0.335329341317365,2024-08-29T03:08:30Z,7657,74,0.080252657517403,0.199693575501442,-0.4
CQQRP-3igww,Bloomberg Open Interest 12/12/2024,5255.64099999999,NA,Bloomberg Open Interest,-0.186567164179104,2024-12-20T03:57:06Z,1485,12,0.116888981090102,-0.30856629088521,0.2
CQrHMsHmL_w,"Markets and Politics | Bloomberg Surveillance | October 24, 2024",19276.2259999999,"| October 24, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.12396694214876,2024-10-25T00:05:39Z,7126,31,0.199898407666692,0.839610289782286,0.4
CRnttcFoxQk,Bloomberg Surveillance 07/22/2024,8763.77699999969,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.421686746987952,2024-07-22T16:02:01Z,28307,176,0.0339594061771218,0.836312897503376,0.2
CSiXe80s4_o,Bloomberg Surveillance 08/29/2024,8770.75399999969,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.576086956521739,2024-08-29T15:48:29Z,23775,146,0.0230985692124926,0.217276263982058,0.2
CUvShpeYaJ4,The Bank Scare | Bloomberg Surveillance 03/28/2023,8708.95599999973,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.619266055045872,2023-03-28T17:17:00Z,44847,205,0.015827819707647,0.751673601567745,0.2
CXH-okT4uk8,Stock Rally Hits a Wall | Bloomberg Open Interest 04/25/2025,5383.65299999985,NA,Bloomberg Open Interest,-0.259911894273128,2025-04-25T16:41:56Z,7595,87,0.0439983325020897,0.105947867035866,0.2
CaZG_3DQJJ4,Black Friday | Bloomberg Surveillance 11/25/2022,7474.789,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.49236641221374,2022-11-25T19:32:48Z,34143,107,0.0548525355298462,0.7772656083107,0.2
Cf-I9uZhwtg,Powell Says No Rush to Cut | Bloomberg: The Asia Trade 2/12/25,5113.85199999999,NA,The Asia Trade,-0.252595155709343,2025-02-12T03:42:59Z,5701,69,0.0973216073157927,0.700626634061337,0.2
Cfx3B3X-KDI,"UK’s Unexpected Inflation Slowdown, US Tightens Flow of Chips to China | The Opening Trade 01/15/25",5448.693,NA,The Opening Trade,-0.545150501672241,2025-01-15T11:26:51Z,3723,42,0.0590718929001313,0.768173947930336,0.2
CgQRQclXnWo,Stocks Snap Back | Bloomberg Surveillance 08/07/2024,8794.77399999968,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.545801526717557,2024-08-07T15:45:56Z,34025,181,0.0193692896025683,0.736849069595337,0.4
CgTxxSc-aRQ,Investors Brace For China Earnings Avalanche | Bloomberg: The China Show 10/30/2024,5411.59299999985,NA,Bloomberg The China Show,-0.243027888446215,2024-10-30T05:02:02Z,8646,90,0.0559639955589776,0.234507858753204,0.2
ClQL_vaZMIc,"Trump Tariffs: Shein Price Hike as Much as 377%, Temu Doubles Some Prices | The Opening Trade 04/28",5395.88899999985,NA,The Opening Trade,-0.431192660550459,2025-04-28T09:40:05Z,12443,135,0.0327607740826846,0.766099542379379,0.2
Co5_aZzSz2k,China Maintains Yuan Defense as Pressure Grows | Bloomberg: The China Show 4/8/2024,5261.59200000001,NA,Bloomberg The China Show,-0.185185185185185,2024-04-08T05:46:56Z,9758,85,0.127407659668147,0.414703458547592,0.4
CpoeABHBoZM,"Asian Equities Rise Most in Almost a Month on Nvidia, Tech Rally | Bloomberg: The Asia Trade 9/12/24",5214.60700000001,NA,The Asia Trade,-0.223529411764706,2024-09-12T03:38:16Z,4028,50,0.111587834297555,-0.220988541841507,0.4
CrGCEQ6dIcE,Bloomberg Markets Today 06/28/2024,5747.61299999984,NA,The Opening Trade,-0.449814126394052,2024-06-28T13:46:16Z,5068,37,0.0231009856363926,0.468660734593868,0.2
Ct5GssZFfck,Asian Markets Feel Trump Tariff Pain | Bloomberg: The China Show 2/28/2025,5336.94499999986,NA,Bloomberg The China Show,-0.226415094339623,2025-02-28T05:06:21Z,11864,99,0.053010976317857,-0.441547065973282,0.2
CtRdsscjIOU,"DeepSeek Drives China Stocks, Ukraine-US Minerals Deal | Horizons Middle East & Africa 02/26/2025",5381.25899999999,NA,"Horizons Middle East, Africa",-0.2,2025-02-26T10:00:38Z,2306,27,0.0876234957065833,-0.0127459168434143,0.2
CuOton4KLXU,"Bloomberg Surveillance | Israel at War | April 16, 2024",19289.197,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.4375,2024-04-16T18:19:26Z,8398,43,0.144482154044033,0.752106830477715,0.2
Cv0TkazSRHM,"China Resources Beverage, Tokyo Metro Soar In Trading Debuts | Bloomberg: The China Show 10/23/2024",5416.61199999985,NA,Bloomberg The China Show,-0.244444444444444,2024-10-23T05:45:48Z,6672,58,0.0644678066491354,0.49762761592865,0.2
CwMys3fqkpk,Trump Wants to Meet Putin & China's Xi to Cut Military Budgets in Half | The Opening Trade 02/14,5614.70999999982,NA,The Opening Trade,-0.282828282828283,2025-02-14T12:10:54Z,6516,60,0.053028828091157,0.629758335649967,0.2
Cx56smFxF0M,Xi Warns of Obstacles Ahead for China | Bloomberg: The China Show 10/1/2024,5139.91600000001,NA,Bloomberg The China Show,-0.438356164383562,2024-10-01T05:36:50Z,9288,82,0.106761787987088,-0.0517334640026093,0.2
D-ran0OUlOw,Bloomberg Open Interest 02/13/2025,4938.28200000001,NA,Bloomberg Open Interest,-0.184549356223176,2025-02-13T17:47:42Z,2584,34,0.0911870338821524,0.694875545799732,0.4
D6De8bZ1sx4,"Trump Plans Tariff ‘Liberation Day', China Says Ready For Shocks | Bloomberg: The Asia Trade 3/24/25",5328.11100000001,NA,The Asia Trade,-0.184210526315789,2025-03-24T03:44:34Z,10552,84,0.0809024236622068,0.648703679442406,-0.4
DE2ongenPEs,China Inflation Stalls While US Runs Hot | Bloomberg: The China Show 4/11/2024,5104.977,NA,Bloomberg The China Show,-0.2,2024-04-11T05:20:10Z,10433,72,0.108029024202612,-0.253838747739792,-0.4
DF3p9FcgC-c,Fed Cut Expectations Advance Markets | Bloomberg Open Interest 04/24/2025,5095.31200000001,NA,Bloomberg Open Interest,-0.3671875,2025-04-24T17:22:05Z,6289,63,0.0838732465096304,0.123020693659782,-0.5
DFEv_n4v0Pk,Stock Slump Deepens in Asia | The China Show 8/2/2024,5034.71000000001,NA,Bloomberg The China Show,-0.324137931034483,2024-08-02T05:12:51Z,16806,119,0.0926870011124526,0.0388357043266296,0.2
DG08T3vLhbA,Stocks Power Risk-On Rally on Trump Tariff Signals | Bloomberg: The Close 03/24/2025,5437.44699999983,NA,Bloomberg The Close (Full Shows),-0.316666666666667,2025-03-24T22:40:19Z,13131,137,0.0660437482314374,0.085547685623169,0.4
DH4bZfOnTbk,"China, HK Stocks Surge on Politburo Stimulus Pledge | Bloomberg: The China Show 12/10/2024",5134.38800000001,NA,Bloomberg The China Show,-0.403508771929825,2024-12-10T05:54:21Z,9773,79,0.0853746941137436,0.685230240225792,0.7
DJ40igI68jc,Alibaba Soars on Apple AI Hopes | Bloomberg: The China Show 2/12/2025,5323.03099999988,NA,Bloomberg The China Show,-0.483443708609272,2025-02-12T05:29:22Z,11840,144,0.0448636315954244,0.24868905544281,0.2
DL-5lOAL7mQ,Jackson Hole Preview| Bloomberg Surveillance 08/25/2023,5618.57999999984,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.723076923076923,2023-08-25T15:48:38Z,5914,49,0.0145326388531406,0.056754931807518,-0.4
DMlyc6LNJbU,"Softening Inflation Data |  Bloomberg Surveillance | June 17, 2024",19203.79,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.204610951008646,2024-06-18T14:20:07Z,3171,16,0.214403194407056,0.722811337560415,0.2
DRMTBjTEJr8,Jobs Day | Bloomberg Surveillance 03/08/2024,8850.7449999997,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.325252525252525,2024-03-08T18:16:29Z,38734,200,0.0329787686230145,0.751030035316944,0.7
DVP9gkcY-WY,Bloomberg Open Interest 10/25/2024,5089.284,NA,Bloomberg Open Interest,-0.205387205387205,2024-10-25T18:22:15Z,7642,52,0.117158416773765,0.00953420624136924,0.2
DbA8elYQ_k4,Can the Fed Hit 2%? | Bloomberg Surveillance 01/24/2024,8709.74099999968,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.341176470588235,2024-01-24T18:12:08Z,19868,162,0.0292451789421507,0.821503438055515,0.5
Dc2pCx6Hl9w,Bloomberg Surveillance 06/24/2024,8739.00299999973,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.379807692307692,2024-06-24T16:09:10Z,29973,171,0.0192319875602395,0.583651654422283,-0.4
DdDvmQl5X3o,Asian Stocks Drop on Disappointing US Eco Data | Bloomberg: The Asia Trade 2/26/25,5374.28999999999,NA,The Asia Trade,-0.50733137829912,2025-02-26T03:12:57Z,4002,57,0.0713790276674734,0.0359475389122963,-0.5
DeCRDfmNs_8,"Musk’s Growing Influence, Investors Trim Risk Before Year-End | The Opening Trade 12/30/2024",11195.055,NA,The Opening Trade,-0.274336283185841,2024-12-30T11:56:25Z,10962,93,0.153651925068597,0.822245232760906,0.2
Df2ozZHl8Us,Chinese Stocks Rise as Indian Markets Stabilize | Bloomberg: The China Show 6/5/2024,5281.42,NA,Bloomberg The China Show,-0.0802919708029197,2024-06-05T05:11:16Z,7837,67,0.10857969514109,0.588611096143723,0.7
DgTCCYRGN3s,Bloomberg Surveillance 04/06/2025,11354.439,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.740831295843521,2025-04-07T01:13:15Z,18633,256,0.0340492822953772,0.519020572304726,-0.7
DgWvDzajyQs,Bloomberg Surveillance 01/08/2024,8698.94999999973,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.503296703296703,2024-01-08T17:47:14Z,26979,247,0.0183215643680928,0.502789482474327,0.2
DghWG4sJWXA,Trump-Xi Standoff Upends Global Trade | Bloomberg: The China Show 4/10/2025,5243.794,NA,Bloomberg The China Show,-0.423841059602649,2025-04-10T05:54:56Z,21725,199,0.072342198024259,0.493657335639,0.7
DhjB1OkFhgQ,"Global Market Selloff, Ukraine's Record Drone Attack on Russia | The Opening Trade 03/11",5679.57299999983,NA,The Opening Trade,-0.369426751592357,2025-03-11T12:37:24Z,6818,72,0.0532643512893115,0.0736057907342911,-0.7
DjiRNJrKRG4,Waiting For Powell | Bloomberg Surveillance 06/21/23 Full Show,17450.848,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.512295081967213,2023-06-21T17:36:24Z,33692,147,0.112776754878602,0.814181566238403,0.2
DkoHWRvoqaw,Bloomberg Surveillance 07/10/2024,8771.6819999997,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.373358348968105,2024-07-10T17:04:07Z,43981,237,0.039130074199855,0.016074150800705,0.7
DtvTX5cOT5k,Fed Minutes Preview | Bloomberg Surveillance 8/17/2022,7644.612,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.427083333333333,2022-08-17T18:30:54Z,25026,137,0.0599420780962869,0.774999104440212,-0.7
Du-MUydWwf4,S&P 500 Cuts Most of Its Losses on Tariff Hopes | Bloomberg: The Close 02/03/2025,5531.53999999985,NA,Bloomberg The Close (Full Shows),-0.540983606557377,2025-02-03T23:56:01Z,13819,141,0.0327806809294413,0.209144286811352,-0.7
DuijZSrx0kc,Bloomberg Surveillance 04/22/2025,8557.7959999997,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.508130081300813,2025-04-22T16:25:57Z,11029,124,0.0278750608642331,0.599877048283815,-0.7
DwC4OOw3liA,Bloomberg Surveillance 04/25/2024,8736.82499999969,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.347547974413646,2024-04-25T16:36:18Z,26097,144,0.0309712061485783,0.164248635992408,0.2
DwpvmV_0Wn4,Target Earnings | Bloomberg Surveillance 02/28/2023,7734.14099999999,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.420935412026726,2023-02-28T18:16:20Z,45306,157,0.0788637551450652,0.744942493736744,0.2
Dx-9PLMI-9Q,"Microsoft, Meta Drag Down Nasdaq, Reeves’ Budget Worries Investors | The Opening Trade 10/31",5693.42999999983,NA,The Opening Trade,-0.23448275862069,2024-10-31T12:41:12Z,1683,22,0.0461605300514607,0.334267929196358,-0.3
DzQJd2VC22Y,Monthly Jobs Report Preview | Bloomberg Surveillance  07/06/23,8694.84699999972,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.433242506811989,2023-07-06T17:39:24Z,24579,133,0.0302943683340955,0.865780703723431,0.2
DzgD1z-ZOgc,EU Plans 9% Tariff on Tesla Cars from China | Bloomberg: The Asia Trade 8/21/2024,5502.61499999987,NA,The Asia Trade,-0.351681957186544,2024-08-21T04:30:03Z,11205,100,0.0350465479358999,-0.279047384858131,0.2
E0DyAk1dgAk,"Olaf Scholz Opposes UniCredit's Bank Merger, Israeli Strikes Hit Lebanon | The Opening Trade 09/24",5652.90699999985,NA,The Opening Trade,-0.340425531914894,2024-09-24T13:42:37Z,2937,25,0.032714951097134,0.73767201602459,0.3
E7vXqrbSXz8,Target: Inflation | Bloomberg Surveillance 10/05/2022,7475.31299999999,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.562248995983936,2022-10-05T17:32:47Z,50424,184,0.0597517855311419,0.170838795602322,-0.4
E8g9MbCY6Bo,"Volatility Prep | Bloomberg Surveillance | June 11, 2024",18747.1949999999,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.425,2024-06-11T19:00:54Z,5484,43,0.244566196523791,0.86485767364502,0.15
E8rhbUWix1k,"Japan Leads Asia Selloff, Apple's China Sales Slump | Bloomberg: The Asia Trade 8/2/24",5159.993,NA,The Asia Trade,-0.43646408839779,2024-08-02T03:43:31Z,18329,111,0.0933319470665571,0.0111229345202446,-0.4
E9UuXGKWcA0,Asian Stocks Rebound After Brutal Rout | Bloomberg: The China Show 8/6/2024,5124.629,NA,Bloomberg The China Show,-0.364640883977901,2024-08-06T04:45:37Z,10877,148,0.0796194894575209,-0.429736241698265,0.4
E9Y6mmIwkCg,Trump Says China May Get New Tariff Rate Soon | Bloomberg: The Asia Trade 4/24/25,5245.57,NA,The Asia Trade,-0.241379310344828,2025-04-24T04:21:31Z,9015,138,0.0739840222198454,-0.223940417170525,0.2
E9cQ2C2hZ9A,"Israel Rejects Cease-Fire Talks, China’s Politburo Supercharges Stimulus | The Opening Trade 09/26",5676.59699999984,NA,The Opening Trade,-0.331168831168831,2024-09-26T12:35:48Z,1827,21,0.0433538370763052,-0.0461334884166718,0.7
EBy2LAi7oqQ,Heathrow Shuts Down; Netanyahu Fires Shin Chief | Horizons Middle East & Africa 03/21/2025,5102.547,NA,"Horizons Middle East, Africa",-0.591973244147157,2025-03-21T08:32:59Z,1547,30,0.052999287357575,-0.00809578597545623,0.2
EExuHvGgH_s,Global IT Crash Aftermath | Bloomberg: The Close 07/19/2024,5398.51899999984,NA,Bloomberg The Close (Full Shows),-0.471428571428571,2024-07-19T22:30:30Z,16289,140,0.0462648698899453,0.278950814157724,0.2
EN0fx3pgTwk,Bloomberg Surveillance 03/24/2025,8553.7769999997,NA,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.451923076923077,2025-03-24T15:13:06Z,13246,139,0.0213433659939652,0.782856788486242,0.2
EOzO1XcYxIM,Asia Equities Rise as US Shutdown Risk Eases | Bloomberg: The Asia Trade 3/14/25,5180.226,NA,The Asia Trade,-0.105691056910569,2025-03-14T02:59:38Z,3905,49,0.0996097858480901,0.0235042348504066,-0.7
EQDGhcyv2nY,Market Swings | Bloomberg Surveillance Radio | 10/17/24,19436.293,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.272727272727273,2024-10-17T16:54:03Z,5924,27,0.194540090390305,0.831493102014065,0.4
EQQrY1WC0go,"Vance Steps Up | Bloomberg Surveillance | July 18, 2024",19022.603,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.381720430107527,2024-07-18T18:17:12Z,13001,45,0.195066169415068,0.87290769815445,0.3
ER_4DtBncao,Lai Ching-te Takes Helm as Taiwan’s New Leader | Bloomberg: The China Show 5/20/2024,5118.742,NA,Bloomberg The China Show,-0.456896551724138,2024-05-20T09:35:19Z,12917,75,0.094085407546977,0.812514625489712,0.4
ESr9wp95_Cg,Bloomberg Surveillance 12/14/2023,8369.19499999976,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.418546365914787,2023-12-14T17:21:44Z,28105,175,0.0318179828745547,0.716221801936626,0.7
ETmzKp24HWg,"Trump Pauses Ukraine Military Aid, Tariff Fears Grip Markets | Bloomberg: The Asia Trade 3/4/25",5277.73199999999,NA,The Asia Trade,-0.517684887459807,2025-03-04T04:03:47Z,37193,261,0.0773756889493439,-0.0409393236041069,-0.7
EU4Vyb1h8fc,"Countdown to Fed Cuts, Mideast Tensions Have Markets On Edge | Bloomberg: The Asia Trade 8/26/24",5201.70899999999,NA,The Asia Trade,-0.442105263157895,2024-08-26T03:46:17Z,11776,97,0.0546131830920659,0.643216863274574,0.2
EUN4ZCT-ITc,Jobs Fuel Bets on Jumbo Fed Cut | Bloomberg: The Close 09/04/2024,5554.51399999985,NA,Bloomberg The Close (Full Shows),-0.46058091286307,2024-09-04T22:56:25Z,13649,121,0.0549906291741006,0.0115198716521263,-0.4
EXlb3Tj_Qi4,"Nvidia Surges Past $1000, Rishi Sunak Calls Surprise Election | Bloomberg Markets Today 05/23",5690.42399999982,NA,The Opening Trade,-0.293172690763052,2024-05-23T12:47:58Z,13851,53,0.0430906354178042,0.791352771222591,0.7
EezLQ4wW6co,"Geopolitical Tensions Rise, Israel's Retaliatory Strike on Iran | Bloomberg Markets Today 04/19/2024",5480.822,NA,The Opening Trade,-0.546583850931677,2024-04-19T11:29:05Z,3352,25,0.0554470048535826,0.0201861187815666,-0.5
Ef4LCKVuQko,"SpaceX Makes History, an ECB Rate Call and US PPI | Bloomberg Surveillance | September 12, 2024",18827.354,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.395577395577396,2024-09-12T17:21:33Z,5308,21,0.161732068783095,0.865914650261402,0.7
Eiw6k4KiveY,"Scouting Greenland | Bloomberg Surveillance | January 7, 2025",17752.428,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.293193717277487,2025-01-07T18:01:34Z,10115,33,0.169161816323107,0.775360107421875,0.4
EjJRffVG7Lc,S&P 500 Spikes to Notch Its Longest Rally in 2024 | Bloomberg: The Close 8/19/2024,5332.70199999986,NA,Bloomberg The Close (Full Shows),-0.362445414847162,2024-08-19T23:16:15Z,16737,120,0.0520706330585676,0.491419494152069,0.7
Ekj_CxKr4tI,JPMorgan Mints Money  | Bloomberg Surveillance 10/13/2023,8761.03399999974,NA,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.589371980676328,2023-10-13T16:12:51Z,24045,142,0.0156945241177699,0.696259032934904,0.2
EoJEue1gxY8,Bloomberg Open Interest 12/17/2024,4883.473,NA,Bloomberg Open Interest,-0.283464566929134,2024-12-17T17:46:47Z,1795,22,0.100002480615598,-0.0155532509088516,0.2
Eoe2hcsV3Xw,Supreme Court Says Trump Has Some Immunity | Bloomberg: The Close 07/01/2024,5527.67499999986,NA,Bloomberg The Close (Full Shows),-0.57429718875502,2024-07-01T22:57:19Z,7966,75,0.0461946617211504,0.583098590373993,0.2
EqmPhN8oRSE,"Shutdown Fears Ease | Bloomberg Surveillance | March 14, 2025",18640.217,NA,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.486973947895792,2025-03-14T17:17:17Z,2990,25,0.141034636681843,0.745977032929659,0.2
EuFE9eQQlcs,Wall Street Rally Takes Breather Before Jobs Report | Bloomberg Markets: The Close 6/06/2024,5387.67699999985,NA,Bloomberg The Close (Full Shows),-0.416,2024-06-06T23:20:01Z,13055,101,0.0483370832737532,-0.161506712436676,0.3
Evzui9wafqk,Bloomberg Markets: The Close 01/04/2024,7694.31500000001,NA,Bloomberg The Close (Full Shows),-0.395652173913043,2024-01-05T02:19:18Z,14478,115,0.0968293381483636,-9.85719263553619e-4,0.1
EwCJDgj3zKc,Big Day of Tech Earnings | Bloomberg Markets: The Close 4/25/2024,5217.69800000001,NA,Bloomberg The Close (Full Shows),-0.266666666666667,2024-04-25T23:23:23Z,21998,143,0.095095846443354,0.148221135139465,0.2
ExKRBVtxUYM,Stock Rally Stalls as Waller Remarks Boost Bonds | Bloomberg: The Close 1/16/2025,5453.66299999986,NA,Bloomberg The Close (Full Shows),-0.281553398058252,2025-01-16T23:21:43Z,7458,77,0.0388463755716931,0.311453729867935,0.2
